time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.906503094e-06,4.777866667e-04,1.076933333e-06,8.122373333e-05,1.614180535e+03,6.560000000e+01
6.070000e-06,1.276881425e-06,1.802542222e-04,5.311777778e-07,3.064321778e-05,2.520050760e+03,9.297000000e+01
7.080000e-06,1.030614403e-06,6.835155556e-05,2.798933333e-07,1.161976444e-05,2.249250982e+03,1.373600000e+02
8.520000e-06,8.949685933e-07,1.589342222e-05,1.147088889e-07,2.701881778e-06,1.815040410e+03,2.667900000e+02
1.053000e-05,6.042373786e-08,2.470933333e-07,5.344577778e-08,5.344577778e-08,7.690805172e+03,3.007130000e+03
1.255000e-05,-1.241789652e-07,-9.276933333e-07,4.899955556e-08,1.577078667e-07,-3.551288208e+03,-9.297900000e+02
1.456000e-05,-2.399119161e-08,-5.904000000e-07,3.629866667e-08,1.003680000e-07,-8.295718033e+03,-9.809600000e+02
1.744000e-05,1.578463283e-08,-7.868355556e-08,2.855422222e-08,1.337620444e-08,8.117526149e+03,-2.782190000e+03
2.146000e-05,-4.404852651e-08,2.124711111e-07,2.829911111e-08,3.612008889e-08,-2.898369164e+03,1.014670000e+03
2.549000e-05,-9.235407162e-08,2.775244444e-07,2.897333333e-08,4.717915556e-08,-1.328119224e+03,6.377900000e+02
2.950000e-05,-7.740138689e-08,3.052222222e-07,2.543822222e-08,5.188777778e-08,-1.171174564e+03,4.691400000e+02
3.528000e-05,-3.146024390e-08,2.906444444e-07,2.465466667e-08,4.940955556e-08,-1.584048480e+03,3.598100000e+02
4.330000e-05,-2.488264134e-08,2.033600000e-07,2.396222222e-08,3.457120000e-08,-1.316477193e+03,3.245400000e+02
5.140000e-05,-3.155760669e-08,1.437004444e-07,2.445422222e-08,2.445422222e-08,-8.442730291e+02,3.072900000e+02
5.941000e-05,-2.869810807e-08,1.214511111e-07,2.387111111e-08,2.387111111e-08,-7.065714008e+02,2.700800000e+02
7.095000e-05,-1.899097123e-08,1.008782222e-07,2.164800000e-08,2.164800000e-08,-6.921582022e+02,2.273400000e+02
8.707000e-05,-9.975428796e-09,7.294355556e-08,1.958888889e-08,1.958888889e-08,-7.558266438e+02,2.006000000e+02
